date,trend_direction,trend_slope,volatility,confidence,forecast_7,forecast_30,forecast_90
2026-05-09,Bearish,-0.0362,0.3559,0.644,"[0.0648, 0.0627, 0.0557, 0.0496, 0.0198, 0.062, 0.0681]","[0.0648, 0.0627, 0.0557, 0.0496, 0.0198, 0.062, 0.0681, 0.0681, 0.0614, 0.0557, 0.0496, 0.0198, 0.062, 0.0681, 0.0681, 0.0614, 0.0557, 0.0496, 0.0198, 0.062, 0.0681, 0.0681, 0.0614, 0.0557, 0.0496, 0.0198, 0.062, 0.0681, 0.0681, 0.0614]","[0.0648, 0.0627, 0.0557, 0.0496, 0.0198, 0.062, 0.0681, 0.0681, 0.0614, 0.0557, 0.0496, 0.0198, 0.062, 0.0681, 0.0681, 0.0614, 0.0557, 0.0496, 0.0198, 0.062, 0.0681, 0.0681, 0.0614, 0.0557, 0.0496, 0.0198, 0.062, 0.0681, 0.0681, 0.0614, 0.0557, 0.0496, 0.0198, 0.062, 0.0681, 0.0681, 0.0614, 0.0557, 0.0496, 0.0198, 0.062, 0.0681, 0.0681, 0.0614, 0.0557, 0.0496, 0.0198, 0.062, 0.0681, 0.0681, 0.0614, 0.0557, 0.0496, 0.0198, 0.062, 0.0681, 0.0681, 0.0614, 0.0557, 0.0496, 0.0198, 0.062, 0.0681, 0.0681, 0.0614, 0.0557, 0.0496, 0.0198, 0.062, 0.0681, 0.0681, 0.0614, 0.0557, 0.0496, 0.0198, 0.062, 0.0681, 0.0681, 0.0614, 0.0557, 0.0496, 0.0198, 0.062, 0.0681, 0.0681, 0.0614, 0.0557, 0.0496, 0.0198, 0.062]"
2026-05-10,Bearish,-0.0317,0.3744,0.626,"[0.0781, 0.1033, 0.083, 0.1335, 0.0869, 0.0864, 0.082]","[0.0781, 0.1033, 0.083, 0.1335, 0.0869, 0.0864, 0.082, 0.0745, 0.0745, 0.0688, 0.1234, 0.0869, 0.0864, 0.082, 0.0745, 0.0745, 0.0688, 0.1234, 0.0869, 0.0864, 0.082, 0.0745, 0.0745, 0.0688, 0.1234, 0.0869, 0.0864, 0.082, 0.0745, 0.0745]","[0.0781, 0.1033, 0.083, 0.1335, 0.0869, 0.0864, 0.082, 0.0745, 0.0745, 0.0688, 0.1234, 0.0869, 0.0864, 0.082, 0.0745, 0.0745, 0.0688, 0.1234, 0.0869, 0.0864, 0.082, 0.0745, 0.0745, 0.0688, 0.1234, 0.0869, 0.0864, 0.082, 0.0745, 0.0745, 0.0688, 0.1234, 0.0869, 0.0864, 0.082, 0.0745, 0.0745, 0.0688, 0.1234, 0.0869, 0.0864, 0.082, 0.0745, 0.0745, 0.0688, 0.1234, 0.0869, 0.0864, 0.082, 0.0745, 0.0745, 0.0688, 0.1234, 0.0869, 0.0864, 0.082, 0.0745, 0.0745, 0.0688, 0.1204, 0.0869, 0.0864, 0.082, 0.0745, 0.0745, 0.0688, 0.1234, 0.0869, 0.0864, 0.082, 0.0745, 0.0745, 0.0688, 0.1234, 0.0869, 0.0864, 0.082, 0.0745, 0.0745, 0.0688, 0.1234, 0.0869, 0.0864, 0.082, 0.0745, 0.0745, 0.0688, 0.1204, 0.0869, 0.0864]"
2026-05-11,Bearish,-0.029,0.4283,0.572,"[-0.0903, 0.0211, 0.0633, 0.0117, -0.0784, -0.0926, -0.1064]","[-0.0903, 0.0211, 0.0633, 0.0117, -0.0784, -0.0926, -0.1064, -0.1074, -0.0841, 0.0745, -0.0002, -0.0784, -0.0926, -0.1064, -0.1074, -0.0841, 0.0745, -0.0002, -0.0784, -0.0926, -0.1064, -0.1074, -0.0841, 0.0745, -0.0002, -0.0784, -0.0926, -0.1064, -0.1074, -0.0841]","[-0.0903, 0.0211, 0.0633, 0.0117, -0.0784, -0.0926, -0.1064, -0.1074, -0.0841, 0.0745, -0.0002, -0.0784, -0.0926, -0.1064, -0.1074, -0.0841, 0.0745, -0.0002, -0.0784, -0.0926, -0.1064, -0.1074, -0.0841, 0.0745, -0.0002, -0.0784, -0.0926, -0.1064, -0.1074, -0.0841, 0.0745, -0.0002, -0.0784, -0.0926, -0.1064, -0.1074, -0.0841, 0.0745, -0.0002, -0.0784, -0.0926, -0.1064, -0.1074, -0.0841, 0.0745, -0.0002, -0.0784, -0.0926, -0.1064, -0.1074, -0.0841, 0.0745, -0.0002, -0.0784, -0.0926, -0.1064, -0.1074, -0.0841, 0.0745, -0.0002, -0.0784, -0.0926, -0.1064, -0.1074, -0.0841, 0.0745, -0.0002, -0.0784, -0.0926, -0.1064, -0.1074, -0.0841, 0.0745, -0.0002, -0.0784, -0.0926, -0.1064, -0.1074, -0.0841, 0.0745, -0.0002, -0.0784, -0.0926, -0.1064, -0.1074, -0.0841, 0.0745, -0.0002, -0.0784, -0.0926]"
2026-05-12,Bearish,-0.0141,0.3686,0.631,"[-0.0327, -0.0047, 0.0209, 0.0008, -0.0557, -0.0563, -0.0541]","[-0.0327, -0.0047, 0.0209, 0.0008, -0.0557, -0.0563, -0.0541, -0.0545, -0.0158, 0.0209, 0.0008, -0.0557, -0.0563, -0.0541, -0.0545, -0.0158, 0.0209, 0.0008, -0.0557, -0.0563, -0.0541, -0.0545, -0.0158, 0.0209, 0.0008, -0.0557, -0.0563, -0.0541, -0.0545, -0.0158]","[-0.0327, -0.0047, 0.0209, 0.0008, -0.0557, -0.0563, -0.0541, -0.0545, -0.0158, 0.0209, 0.0008, -0.0557, -0.0563, -0.0541, -0.0545, -0.0158, 0.0209, 0.0008, -0.0557, -0.0563, -0.0541, -0.0545, -0.0158, 0.0209, 0.0008, -0.0557, -0.0563, -0.0541, -0.0545, -0.0158, 0.0209, 0.0008, -0.0557, -0.0563, -0.0541, -0.0545, -0.0158, 0.0209, 0.0008, -0.0557, -0.0563, -0.0541, -0.0545, -0.0158, 0.0209, 0.0008, -0.0557, -0.0563, -0.0541, -0.0545, -0.0158, 0.0209, 0.0008, -0.0557, -0.0563, -0.0541, -0.0545, -0.0158, 0.0205, 0.0008, -0.0557, -0.0563, -0.0541, -0.0545, -0.0158, 0.0209, 0.0008, -0.0557, -0.0563, -0.0541, -0.0545, -0.0158, 0.0209, 0.0008, -0.0557, -0.0563, -0.0541, -0.0545, -0.0158, 0.0209, 0.0008, -0.0557, -0.0563, -0.0541, -0.0545, -0.0158, 0.0205, 0.0008, -0.0557, -0.0563]"
2026-05-13,Bearish,-0.0121,0.3769,0.623,"[0.0776, 0.0365, 0.0435, 0.0266, -0.0043, -0.0121, -0.0112]","[0.0776, 0.0365, 0.0435, 0.0266, -0.0043, -0.0121, -0.0112, 0.059, 0.0415, 0.006, -0.0076, -0.0043, -0.0121, -0.0112, 0.059, 0.0415, 0.006, -0.0076, -0.0043, -0.0121, -0.0112, 0.059, 0.0415, 0.006, -0.0076, -0.0043, -0.0121, -0.0112, 0.059, 0.0415]","[0.0776, 0.0365, 0.0435, 0.0266, -0.0043, -0.0121, -0.0112, 0.059, 0.0415, 0.006, -0.0076, -0.0043, -0.0121, -0.0112, 0.059, 0.0415, 0.006, -0.0076, -0.0043, -0.0121, -0.0112, 0.059, 0.0415, 0.006, -0.0076, -0.0043, -0.0121, -0.0112, 0.059, 0.0415, 0.006, -0.0076, -0.0043, -0.0121, -0.0112, 0.059, 0.0415, 0.006, -0.0076, -0.0043, -0.0121, -0.0112, 0.059, 0.0415, 0.006, -0.0076, -0.0043, -0.0121, -0.0112, 0.059, 0.0415, 0.006, -0.0076, -0.0043, -0.0121, -0.0112, 0.059, 0.0415, 0.009, -0.0076, -0.0043, -0.0121, -0.0112, 0.059, 0.0415, 0.006, -0.0076, -0.0043, -0.0121, -0.0112, 0.059, 0.0415, 0.006, -0.0076, -0.0043, -0.0121, -0.0112, 0.059, 0.0415, 0.006, -0.0076, -0.0043, -0.0121, -0.0112, 0.059, 0.0415, 0.009, -0.0076, -0.0043, -0.0121]"
2026-05-14,Bearish,-0.0113,0.3004,0.7,"[0.038, 0.0445, 0.0141, 0.0131, 0.0266, 0.0107, 0.0083]","[0.038, 0.0445, 0.0141, 0.0131, 0.0266, 0.0107, 0.0083, 0.0372, 0.0351, 0.015, 0.0131, 0.0266, 0.0107, 0.0083, 0.0372, 0.0351, 0.015, 0.0131, 0.0266, 0.0107, 0.0083, 0.0372, 0.0351, 0.015, 0.0131, 0.0266, 0.0107, 0.0083, 0.0372, 0.0351]","[0.038, 0.0445, 0.0141, 0.0131, 0.0266, 0.0107, 0.0083, 0.0372, 0.0351, 0.015, 0.0131, 0.0266, 0.0107, 0.0083, 0.0372, 0.0351, 0.015, 0.0131, 0.0266, 0.0107, 0.0083, 0.0372, 0.0351, 0.015, 0.0131, 0.0266, 0.0107, 0.0083, 0.0372, 0.0351, 0.015, 0.0131, 0.0266, 0.0107, 0.0083, 0.0372, 0.0351, 0.015, 0.0131, 0.0266, 0.0107, 0.0083, 0.0372, 0.0351, 0.015, 0.0131, 0.0266, 0.0107, 0.0083, 0.0372, 0.0351, 0.015, 0.0131, 0.0266, 0.0107, 0.0083, 0.0372, 0.0351, 0.015, 0.0131, 0.0266, 0.0107, 0.0083, 0.0372, 0.0351, 0.015, 0.0131, 0.0266, 0.0107, 0.0083, 0.0372, 0.0351, 0.015, 0.0131, 0.0266, 0.0107, 0.0083, 0.0372, 0.0351, 0.015, 0.0131, 0.0266, 0.0107, 0.0083, 0.0372, 0.0351, 0.015, 0.0131, 0.0266, 0.0107]"
2026-05-15,Bearish,-0.014,0.2872,0.713,"[0.1328, -0.005, 0.0125, 0.0484, -0.0247, -0.0269, -0.0146]","[0.1328, -0.005, 0.0125, 0.0484, -0.0247, -0.0269, -0.0146, -0.0011, 0.0037, -0.0101, -0.0231, -0.0203, -0.0234, -0.0146, -0.0011, 0.0037, -0.0101, -0.0231, -0.0203, -0.0234, -0.0146, -0.0011, 0.0037, -0.0101, -0.0231, -0.0203, -0.0234, -0.0146, -0.0011, 0.0037]","[0.1328, -0.005, 0.0125, 0.0484, -0.0247, -0.0269, -0.0146, -0.0011, 0.0037, -0.0101, -0.0231, -0.0203, -0.0234, -0.0146, -0.0011, 0.0037, -0.0101, -0.0231, -0.0203, -0.0234, -0.0146, -0.0011, 0.0037, -0.0101, -0.0231, -0.0203, -0.0234, -0.0146, -0.0011, 0.0037, -0.0101, -0.0231, -0.0203, -0.0234, -0.0146, -0.0011, 0.0037, -0.0101, -0.0231, -0.0203, -0.0234, -0.0146, -0.0011, 0.0037, -0.0101, -0.0231, -0.0203, -0.0234, -0.0146, -0.0011, 0.0037, -0.0101, -0.0231, -0.0203, -0.0234, -0.0146, -0.0011, 0.0037, -0.0101, -0.0231, -0.0203, -0.0234, -0.009, -0.0011, 0.0037, -0.0101, -0.0231, -0.0203, -0.0234, -0.0146, -0.0011, 0.0037, -0.0101, -0.0231, -0.0203, -0.0234, -0.0146, -0.0011, 0.0037, -0.0101, -0.0231, -0.0203, -0.0234, -0.0146, -0.0011, 0.0037, -0.0101, -0.0231, -0.0203, -0.0234]"
2026-05-16,Bearish,-0.0185,0.3933,0.607,"[-0.1157, -0.094, -0.1993, -0.2838, -0.2731, -0.2431, -0.236]","[-0.1157, -0.094, -0.1993, -0.2838, -0.2731, -0.2431, -0.236, -0.2385, -0.2385, -0.2794, -0.2794, -0.2794, -0.2431, -0.236, -0.2385, -0.2385, -0.2794, -0.2794, -0.2794, -0.2431, -0.236, -0.2385, -0.2385, -0.2794, -0.2794, -0.2794, -0.2431, -0.236, -0.2385, -0.2385]","[-0.1157, -0.094, -0.1993, -0.2838, -0.2731, -0.2431, -0.236, -0.2385, -0.2385, -0.2794, -0.2794, -0.2794, -0.2431, -0.236, -0.2385, -0.2385, -0.2794, -0.2794, -0.2794, -0.2431, -0.236, -0.2385, -0.2385, -0.2794, -0.2794, -0.2794, -0.2431, -0.236, -0.2385, -0.2385, -0.2794, -0.2794, -0.2794, -0.2431, -0.236, -0.2385, -0.2385, -0.2794, -0.2794, -0.2794, -0.2431, -0.236, -0.2385, -0.2385, -0.2794, -0.2794, -0.2794, -0.2431, -0.236, -0.2385, -0.2385, -0.2794, -0.2794, -0.2794, -0.2431, -0.236, -0.2385, -0.2385, -0.2794, -0.2794, -0.2794, -0.2142, -0.2478, -0.2322, -0.2385, -0.2794, -0.2794, -0.2794, -0.2431, -0.236, -0.2385, -0.2385, -0.2794, -0.2794, -0.2794, -0.2431, -0.236, -0.2385, -0.2385, -0.2794, -0.2794, -0.2794, -0.2431, -0.236, -0.2385, -0.2385, -0.2794, -0.2794, -0.2794, -0.2142]"
2026-05-17,Bearish,-0.0143,0.3389,0.661,"[-0.0612, 0.0072, -0.0041, -0.0814, -0.0553, 0.0179, 0.0494]","[-0.0612, 0.0072, -0.0041, -0.0814, -0.0553, 0.0179, 0.0494, 0.0473, 0.0303, -0.0839, -0.0814, 0.0204, 0.0154, 0.0456, 0.0473, 0.0303, -0.0839, -0.0814, 0.0204, 0.0154, 0.0456, 0.0473, 0.0303, -0.0839, -0.0814, 0.0204, 0.0154, 0.0456, 0.0473, 0.0303]","[-0.0612, 0.0072, -0.0041, -0.0814, -0.0553, 0.0179, 0.0494, 0.0473, 0.0303, -0.0839, -0.0814, 0.0204, 0.0154, 0.0456, 0.0473, 0.0303, -0.0839, -0.0814, 0.0204, 0.0154, 0.0456, 0.0473, 0.0303, -0.0839, -0.0814, 0.0204, 0.0154, 0.0456, 0.0473, 0.0303, -0.0839, -0.0814, 0.0204, 0.0154, 0.0456, 0.0473, 0.0303, -0.0839, -0.0814, 0.0204, 0.0154, 0.0456, 0.0473, 0.0303, -0.0839, -0.0814, 0.0204, 0.0154, 0.0456, 0.0473, 0.0303, -0.0839, -0.0814, 0.0204, 0.0154, 0.0456, 0.0473, 0.0303, -0.0839, -0.0814, 0.0204, 0.0154, 0.0456, 0.0328, -0.0663, -0.0839, -0.0825, 0.0123, 0.0154, 0.0456, 0.0473, 0.0303, -0.0839, -0.0814, 0.0204, 0.0154, 0.0456, 0.0473, 0.0303, -0.0839, -0.0814, 0.0204, 0.0154, 0.0456, 0.0473, 0.0303, -0.0839, -0.0814, 0.0204, 0.0154]"
2026-05-18,Bearish,-0.0131,0.3305,0.669,"[-0.1198, 0.0429, 0.0303, -0.0021, 0.045, 0.0303, 0.0472]","[-0.1198, 0.0429, 0.0303, -0.0021, 0.045, 0.0303, 0.0472, 0.0232, 0.0415, 0.0261, 0.0495, 0.0285, 0.0463, 0.0319, 0.0386, 0.0257, 0.0419, 0.0337, 0.0285, 0.0463, 0.0319, 0.0386, 0.0257, 0.0419, 0.0337, 0.0285, 0.0463, 0.0319, 0.0386, 0.0257]","[-0.1198, 0.0429, 0.0303, -0.0021, 0.045, 0.0303, 0.0472, 0.0232, 0.0415, 0.0261, 0.0495, 0.0285, 0.0463, 0.0319, 0.0386, 0.0257, 0.0419, 0.0337, 0.0285, 0.0463, 0.0319, 0.0386, 0.0257, 0.0419, 0.0337, 0.0285, 0.0463, 0.0319, 0.0386, 0.0257, 0.0419, 0.0337, 0.0285, 0.0463, 0.0319, 0.0386, 0.0257, 0.0419, 0.0337, 0.0285, 0.0463, 0.0319, 0.0386, 0.0257, 0.0419, 0.0337, 0.0285, 0.0463, 0.0319, 0.0386, 0.0257, 0.0419, 0.0337, 0.0285, 0.0463, 0.0319, 0.0386, 0.0257, 0.0419, 0.0337, 0.0285, 0.0463, 0.0319, 0.0386, 0.0257, 0.0419, 0.0337, 0.0285, 0.0463, 0.0319, 0.0386, 0.0257, 0.0419, 0.0337, 0.0285, 0.0463, 0.0319, 0.0386, 0.0257, 0.0419, 0.0337, 0.0285, 0.0463, 0.0319, 0.0386, 0.0257, 0.0419, 0.0337, 0.0285, 0.0463]"
2026-05-19,Bearish,-0.0216,0.4037,0.596,"[-0.0441, -0.1413, -0.0393, -0.0525, -0.1217, -0.0336, -0.0416]","[-0.0441, -0.1413, -0.0393, -0.0525, -0.1217, -0.0336, -0.0416, -0.042, -0.0421, -0.0376, -0.0529, -0.055, -0.0336, -0.0428, -0.04, -0.0421, -0.0376, -0.0529, -0.055, -0.0336, -0.0428, -0.04, -0.0421, -0.0376, -0.0529, -0.055, -0.0336, -0.0428, -0.04, -0.0421]","[-0.0441, -0.1413, -0.0393, -0.0525, -0.1217, -0.0336, -0.0416, -0.042, -0.0421, -0.0376, -0.0529, -0.055, -0.0336, -0.0428, -0.04, -0.0421, -0.0376, -0.0529, -0.055, -0.0336, -0.0428, -0.04, -0.0421, -0.0376, -0.0529, -0.055, -0.0336, -0.0428, -0.04, -0.0421, -0.0376, -0.0529, -0.055, -0.0336, -0.0428, -0.04, -0.0421, -0.0376, -0.0529, -0.055, -0.0336, -0.0428, -0.04, -0.0421, -0.0376, -0.0529, -0.055, -0.0336, -0.0428, -0.04, -0.0421, -0.0376, -0.0529, -0.055, -0.0336, -0.0428, -0.04, -0.0421, -0.0376, -0.0529, -0.055, -0.0349, -0.0428, -0.04, -0.0421, -0.0376, -0.0529, -0.055, -0.0336, -0.0428, -0.04, -0.0421, -0.0376, -0.0529, -0.055, -0.0336, -0.0428, -0.04, -0.0421, -0.0376, -0.0529, -0.055, -0.0336, -0.0428, -0.04, -0.0421, -0.0376, -0.0529, -0.055, -0.0349]"
2026-05-20,Bearish,-0.0206,0.402,0.598,"[0.0534, 0.0349, 0.0288, 0.0655, -0.0031, 0.034, 0.0491]","[0.0534, 0.0349, 0.0288, 0.0655, -0.0031, 0.034, 0.0491, 0.046, 0.0392, 0.0288, 0.0655, -0.0031, 0.034, 0.0491, 0.046, 0.0392, 0.0288, 0.0655, -0.0031, 0.034, 0.0491, 0.046, 0.0392, 0.0288, 0.0655, -0.0031, 0.034, 0.0491, 0.046, 0.0392]","[0.0534, 0.0349, 0.0288, 0.0655, -0.0031, 0.034, 0.0491, 0.046, 0.0392, 0.0288, 0.0655, -0.0031, 0.034, 0.0491, 0.046, 0.0392, 0.0288, 0.0655, -0.0031, 0.034, 0.0491, 0.046, 0.0392, 0.0288, 0.0655, -0.0031, 0.034, 0.0491, 0.046, 0.0392, 0.0288, 0.0655, -0.0031, 0.034, 0.0491, 0.046, 0.0392, 0.0288, 0.0655, -0.0031, 0.034, 0.0491, 0.046, 0.0392, 0.0288, 0.0655, -0.0031, 0.034, 0.0491, 0.046, 0.0392, 0.0288, 0.0655, -0.0031, 0.034, 0.0491, 0.046, 0.0392, 0.0288, 0.0655, -0.0031, 0.0336, 0.0491, 0.046, 0.0392, 0.0288, 0.0655, -0.0031, 0.034, 0.0491, 0.046, 0.0392, 0.0288, 0.0655, -0.0031, 0.034, 0.0491, 0.046, 0.0392, 0.0288, 0.0655, -0.0031, 0.034, 0.0491, 0.046, 0.0392, 0.0288, 0.0655, -0.0031, 0.0336]"
2026-05-21,Stable,-0.0009,0.2891,0.711,"[0.06, 0.0717, 0.0603, 0.0565, 0.1544, 0.0915, 0.0373]","[0.06, 0.0717, 0.0603, 0.0565, 0.1544, 0.0915, 0.0373, 0.0614, 0.0712, 0.0603, 0.0565, 0.1544, 0.0915, 0.0373, 0.0614, 0.0712, 0.0603, 0.0565, 0.1544, 0.0915, 0.0373, 0.0614, 0.0712, 0.0603, 0.0565, 0.1544, 0.0915, 0.0373, 0.0614, 0.0712]","[0.06, 0.0717, 0.0603, 0.0565, 0.1544, 0.0915, 0.0373, 0.0614, 0.0712, 0.0603, 0.0565, 0.1544, 0.0915, 0.0373, 0.0614, 0.0712, 0.0603, 0.0565, 0.1544, 0.0915, 0.0373, 0.0614, 0.0712, 0.0603, 0.0565, 0.1544, 0.0915, 0.0373, 0.0614, 0.0712, 0.0603, 0.0565, 0.1544, 0.0915, 0.0373, 0.0614, 0.0712, 0.0603, 0.0565, 0.1544, 0.0915, 0.0373, 0.0614, 0.0712, 0.0603, 0.0565, 0.1544, 0.0915, 0.0373, 0.0614, 0.0712, 0.0603, 0.0565, 0.1544, 0.0915, 0.0373, 0.0614, 0.0712, 0.0603, 0.0565, 0.1544, 0.0915, 0.0395, 0.0614, 0.0712, 0.0603, 0.0565, 0.1544, 0.0915, 0.0373, 0.0614, 0.0712, 0.0603, 0.0565, 0.1544, 0.0915, 0.0373, 0.0614, 0.0712, 0.0603, 0.0565, 0.1544, 0.0915, 0.0373, 0.0614, 0.0712, 0.0603, 0.0565, 0.1544, 0.0915]"
2026-05-22,Stable,0.0048,0.3163,0.684,"[0.2141, 0.0537, 0.0546, 0.117, 0.1459, 0.1758, 0.1273]","[0.2141, 0.0537, 0.0546, 0.117, 0.1459, 0.1758, 0.1273, 0.0731, 0.1044, 0.1439, 0.1345, 0.1051, 0.1409, 0.144, 0.0919, 0.1044, 0.1177, 0.1077, 0.1051, 0.1409, 0.1299, 0.0919, 0.1044, 0.1177, 0.1077, 0.1051, 0.1409, 0.1299, 0.0919, 0.1044]","[0.2141, 0.0537, 0.0546, 0.117, 0.1459, 0.1758, 0.1273, 0.0731, 0.1044, 0.1439, 0.1345, 0.1051, 0.1409, 0.144, 0.0919, 0.1044, 0.1177, 0.1077, 0.1051, 0.1409, 0.1299, 0.0919, 0.1044, 0.1177, 0.1077, 0.1051, 0.1409, 0.1299, 0.0919, 0.1044, 0.1177, 0.1077, 0.1051, 0.1409, 0.1299, 0.0919, 0.1044, 0.1177, 0.1077, 0.1051, 0.1409, 0.1299, 0.0919, 0.1044, 0.1177, 0.1077, 0.1051, 0.1409, 0.1299, 0.0919, 0.1044, 0.1177, 0.1077, 0.1051, 0.1409, 0.1299, 0.0919, 0.1044, 0.1177, 0.1077, 0.1051, 0.1409, 0.1299, 0.0976, 0.1044, 0.1089, 0.1077, 0.1051, 0.1409, 0.1299, 0.0919, 0.1044, 0.1177, 0.1077, 0.1051, 0.1409, 0.1299, 0.0919, 0.1044, 0.1177, 0.1077, 0.1051, 0.1409, 0.1299, 0.0919, 0.1044, 0.1177, 0.1077, 0.1051, 0.1409]"
2026-05-23,Bullish,0.0116,0.2924,0.708,"[0.1936, 0.1935, 0.1938, 0.1969, 0.2748, 0.2074, 0.1415]","[0.1936, 0.1935, 0.1938, 0.1969, 0.2748, 0.2074, 0.1415, 0.1941, 0.1957, 0.1921, 0.196, 0.2745, 0.2074, 0.1415, 0.1941, 0.1957, 0.1921, 0.196, 0.2745, 0.2074, 0.1415, 0.1941, 0.1957, 0.1921, 0.196, 0.2745, 0.2074, 0.1415, 0.1941, 0.1957]","[0.1936, 0.1935, 0.1938, 0.1969, 0.2748, 0.2074, 0.1415, 0.1941, 0.1957, 0.1921, 0.196, 0.2745, 0.2074, 0.1415, 0.1941, 0.1957, 0.1921, 0.196, 0.2745, 0.2074, 0.1415, 0.1941, 0.1957, 0.1921, 0.196, 0.2745, 0.2074, 0.1415, 0.1941, 0.1957, 0.1921, 0.196, 0.2745, 0.2074, 0.1415, 0.1941, 0.1957, 0.1921, 0.196, 0.2745, 0.2074, 0.1415, 0.1941, 0.1957, 0.1921, 0.196, 0.2745, 0.2074, 0.1415, 0.1941, 0.1957, 0.1921, 0.196, 0.2745, 0.2074, 0.1415, 0.1941, 0.1957, 0.1921, 0.196, 0.2745, 0.2074, 0.1409, 0.1941, 0.1957, 0.1921, 0.196, 0.2745, 0.2074, 0.1415, 0.1941, 0.1957, 0.1921, 0.196, 0.2745, 0.2074, 0.1415, 0.1941, 0.1957, 0.1921, 0.196, 0.2745, 0.2074, 0.1415, 0.1941, 0.1957, 0.1921, 0.196, 0.2745, 0.2074]"
2026-05-24,Stable,0.0059,0.3464,0.654,"[0.0581, 0.1031, 0.0804, 0.1351, 0.1066, 0.0743, 0.0826]","[0.0581, 0.1031, 0.0804, 0.1351, 0.1066, 0.0743, 0.0826, 0.0812, 0.0769, 0.0767, 0.1336, 0.1069, 0.0743, 0.0826, 0.0812, 0.0769, 0.0767, 0.1336, 0.1069, 0.0743, 0.0826, 0.0812, 0.0769, 0.0767, 0.1336, 0.1069, 0.0743, 0.0826, 0.0812, 0.0769]","[0.0581, 0.1031, 0.0804, 0.1351, 0.1066, 0.0743, 0.0826, 0.0812, 0.0769, 0.0767, 0.1336, 0.1069, 0.0743, 0.0826, 0.0812, 0.0769, 0.0767, 0.1336, 0.1069, 0.0743, 0.0826, 0.0812, 0.0769, 0.0767, 0.1336, 0.1069, 0.0743, 0.0826, 0.0812, 0.0769, 0.0767, 0.1336, 0.1069, 0.0743, 0.0826, 0.0812, 0.0769, 0.0767, 0.1336, 0.1069, 0.0743, 0.0826, 0.0812, 0.0769, 0.0767, 0.1336, 0.1069, 0.0743, 0.0826, 0.0812, 0.0769, 0.0767, 0.1336, 0.1069, 0.0743, 0.0826, 0.0812, 0.0769, 0.0767, 0.1336, 0.1069, 0.0741, 0.0826, 0.0812, 0.0769, 0.0767, 0.1336, 0.1069, 0.0743, 0.0826, 0.0812, 0.0769, 0.0767, 0.1336, 0.1069, 0.0743, 0.0826, 0.0812, 0.0769, 0.0767, 0.1336, 0.1069, 0.0743, 0.0826, 0.0812, 0.0769, 0.0767, 0.1336, 0.1069, 0.0741]"
2026-05-25,Stable,0.005,0.3336,0.666,"[0.1422, 0.1099, 0.1661, 0.1403, 0.1001, 0.1001, 0.1081]","[0.1422, 0.1099, 0.1661, 0.1403, 0.1001, 0.1001, 0.1081, 0.1075, 0.1103, 0.1634, 0.1433, 0.0942, 0.1001, 0.1068, 0.1075, 0.1103, 0.1634, 0.1433, 0.0942, 0.1001, 0.1068, 0.1075, 0.1103, 0.1634, 0.1433, 0.0942, 0.1001, 0.1068, 0.1075, 0.1103]","[0.1422, 0.1099, 0.1661, 0.1403, 0.1001, 0.1001, 0.1081, 0.1075, 0.1103, 0.1634, 0.1433, 0.0942, 0.1001, 0.1068, 0.1075, 0.1103, 0.1634, 0.1433, 0.0942, 0.1001, 0.1068, 0.1075, 0.1103, 0.1634, 0.1433, 0.0942, 0.1001, 0.1068, 0.1075, 0.1103, 0.1634, 0.1433, 0.0942, 0.1001, 0.1068, 0.1075, 0.1103, 0.1634, 0.1433, 0.0942, 0.1001, 0.1068, 0.1075, 0.1103, 0.1634, 0.1433, 0.0942, 0.1001, 0.1068, 0.1075, 0.1103, 0.1634, 0.1433, 0.0942, 0.1001, 0.1068, 0.1075, 0.1103, 0.1634, 0.1433, 0.0942, 0.1001, 0.1068, 0.1075, 0.1103, 0.1634, 0.1433, 0.0942, 0.1001, 0.1068, 0.1075, 0.1103, 0.1634, 0.1433, 0.0942, 0.1001, 0.1068, 0.1075, 0.1103, 0.1634, 0.1433, 0.0942, 0.1001, 0.1068, 0.1075, 0.1103, 0.1634, 0.1433, 0.0942, 0.1001]"
